Segment,(1) User signed in,(2) offer list page printed
1115653,1,0
1115687,1,0
1115699,1,0
1115717,1,0
1115721,1,0
1115724,1,0
1115759,1,0
1115774,1,0
1115780,1,0
1115791,1,0
1115800,1,0
1115828,1,0
1115839,1,0
1115861,1,0
1115885,1,0
1115901,1,0
1115923,1,0
1115927,1,0
1115936,1,0
1115956,1,0
1115987,1,0
1115998,1,0
1116017,1,0
1116025,1,0
1116054,1,0
1116078,1,0
1116082,1,0
1116094,1,0
1116105,1,0
1116184,1,0
1116271,1,0
1116273,1,0
1116309,1,0
1116319,1,0
1116320,1,0
1116370,1,0
1116376,1,0
1116389,1,0
1116446,1,0
1116475,1,0
1116508,1,0
1116512,1,0
1116516,1,0
1116518,1,0
1116558,1,0
1116600,1,0
1116620,1,0
1116648,1,0
1116666,1,0
1116758,1,0
1116809,1,0
1116818,1,0
1116904,1,0
1116920,1,0
1116921,1,0
1116944,1,0
1117014,1,0
1117016,1,0
1117028,1,0
1117034,1,0
1117038,1,0
111704,1,0
1117047,1,0
1117049,1,0
1117078,1,0
1117166,1,0
1117175,1,0
1117241,1,0
1117274,1,0
1117297,1,0
1117322,1,0
1117345,1,0
1117376,1,0
1117413,1,0
1117417,1,0
1117469,1,0
1117493,1,0
1117503,1,0
1117509,1,0
1117562,1,0
1117572,1,0
1117590,1,0
1117627,1,0
1117680,1,0
1117715,1,0
1117733,1,0
1117748,1,0
1117767,1,0
1117822,1,0
1117971,1,0
1118074,1,0
1118095,1,0
1118112,1,0
1118213,1,0
1118228,1,0
1118235,1,0
1118241,1,0
1118254,1,0
1118274,1,0
1118307,1,0
1118364,1,0
1118394,1,0
1118402,1,0
1118404,1,0
1118405,1,0
1118490,1,0
1118501,1,0
1118562,1,0
1118626,1,0
1118690,1,0
1118695,1,0
1118699,1,0
1118703,1,0
1118762,1,0
1118797,1,0
1118845,1,0
1118864,1,0
1118905,1,0
1118949,1,0
1119186,1,0
1119208,1,0
1119233,1,0
1119303,1,0
1119324,1,0
1119370,1,0
1119421,1,0
1119476,1,0
1119601,1,0
1119683,1,0
1119720,1,0
1119747,1,0
1119783,1,0
1119794,1,0
1119899,1,0
1120115,1,0
1120143,1,0
1120168,1,0
1120222,1,0
1120255,1,0
1120293,1,0
1120584,1,0
1120599,1,0
1120660,1,0
1120663,1,0
1120687,1,0
1120688,1,0
112102,1,0
11234,1,0
113337,1,0
113485,1,0
11369,1,0
113974,1,0
114131,1,0
1155,1,0
115586,1,0
115813,1,0
116867,1,0
117102,1,0
117919,1,0
119017,1,0
119246,1,0
119578,1,0
12035,1,0
120665,1,0
120771,1,0
120879,1,0
12127,1,0
12159,1,0
122170,1,0
122616,1,0
122636,1,0
123088,1,0
123375,1,0
123438,1,0
124314,1,0
125132,1,0
125442,1,0
126105,1,0
126269,1,0
126663,1,0
126922,1,0
127081,1,0
127107,1,0
12734,1,0
128231,1,0
128493,1,0
128726,1,0
129531,1,0
12978,1,0
130145,1,0
130617,1,0
130897,1,0
13115,1,0
131195,1,0
131640,1,0
131791,1,0
131930,1,0
131955,1,0
132092,1,0
132284,1,0
132809,1,0
132874,1,0
13309,1,0
133103,1,0
133403,1,0
133544,1,0
134144,1,0
134297,1,0
134380,1,0
134563,1,0
13506,1,0
137216,1,0
137971,1,0
138075,1,0
138154,1,0
1388,1,0
139327,1,0
139358,1,0
140124,1,0
140155,1,0
140196,1,0
140867,1,0
141216,1,0
141312,1,0
142060,1,0
142698,1,0
143009,1,0
143073,1,0
143312,1,0
143439,1,0
14499,1,0
14676,1,0
146817,1,0
147702,1,0
14801,1,0
148157,1,0
148619,1,0
148853,1,0
149259,1,0
149540,1,0
14997,1,0
150572,1,0
150672,1,0
151365,1,0
151485,1,0
15155,1,0
152155,1,0
152902,1,0
153114,1,0
153625,1,0
15387,1,0
15494,1,0
155068,1,0
15588,1,0
156043,1,0
156095,1,0
156250,1,0
156338,1,0
156942,1,0
156955,1,0
157401,1,0
157649,1,0
15801,1,0
158394,1,0
15865,1,0
15939,1,0
160306,1,0
160590,1,0
160654,1,0
161310,1,0
162029,1,0
162790,1,0
16282,1,0
163134,1,0
163464,1,0
16372,1,0
16393,1,0
164017,1,0
164260,1,0
164598,1,0
164931,1,0
165789,1,0
165813,1,0
167860,1,0
168357,1,0
168429,1,0
168947,1,0
169172,1,0
169467,1,0
170065,1,0
170649,1,0
170741,1,0
171055,1,0
17384,1,0
173924,1,0
174700,1,0
175365,1,0
176693,1,0
17677,1,0
17681,1,0
177369,1,0
177476,1,0
177814,1,0
177934,1,0
178248,1,0
17847,1,0
179204,1,0
180838,1,0
181236,1,0
181351,1,0
181484,1,0
182304,1,0
18233,1,0
182414,1,0
182811,1,0
182998,1,0
18432,1,0
184449,1,0
184970,1,0
185449,1,0
186355,1,0
186595,1,0
186780,1,0
187109,1,0
187637,1,0
187811,1,0
187982,1,0
188100,1,0
188471,1,0
188792,1,0
189314,1,0
189677,1,0
190016,1,0
19002,1,0
190095,1,0
19036,1,0
190363,1,0
191311,1,0
191409,1,0
19195,1,0
19293,1,0
193181,1,0
193755,1,0
193916,1,0
194007,1,0
194629,1,0
19473,1,0
195155,1,0
195937,1,0
196226,1,0
196535,1,0
196741,1,0
197528,1,0
197829,1,0
197925,1,0
198015,1,0
198055,1,0
198279,1,0
198489,1,0
198628,1,0
198676,1,0
198979,1,0
199221,1,0
199530,1,0
199587,1,0
199845,1,0
200701,1,0
200870,1,0
201184,1,0
201859,1,0
201950,1,0
203596,1,0
203931,1,0
204391,1,0
204477,1,0
205469,1,0
205637,1,0
20626,1,0
206674,1,0
206790,1,0
207593,1,0
208678,1,0
20878,1,0
209203,1,0
20945,1,0
209646,1,0
210574,1,0
21077,1,0
21091,1,0
211284,1,0
211361,1,0
211777,1,0
211850,1,0
212201,1,0
21254,1,0
213037,1,0
213214,1,0
214799,1,0
215025,1,0
215385,1,0
216097,1,0
216107,1,0
216332,1,0
216830,1,0
21702,1,0
217808,1,0
217825,1,0
217948,1,0
218707,1,0
219370,1,0
219970,1,0
220281,1,0
221747,1,0
22203,1,0
222048,1,0
222931,1,0
222975,1,0
223473,1,0
223864,1,0
224720,1,0
224811,1,0
225010,1,0
225352,1,0
22603,1,0
226268,1,0
227040,1,0
227381,1,0
227555,1,0
227950,1,0
227968,1,0
228170,1,0
228188,1,0
228342,1,0
228706,1,0
229063,1,0
229141,1,0
229196,1,0
230264,1,0
230518,1,0
230730,1,0
232154,1,0
232685,1,0
233191,1,0
233340,1,0
233497,1,0
233536,1,0
233954,1,0
234007,1,0
234633,1,0
234685,1,0
23524,1,0
235769,1,0
236460,1,0
237420,1,0
238518,1,0
238934,1,0
239638,1,0
240624,1,0
241059,1,0
241159,1,0
241484,1,0
242092,1,0
242450,1,0
242579,1,0
2433,1,0
243522,1,0
243555,1,0
24370,1,0
244115,1,0
244600,1,0
244678,1,0
244850,1,0
244958,1,0
245176,1,0
246236,1,0
246475,1,0
247771,1,0
248257,1,0
248586,1,0
248835,1,0
249209,1,0
249310,1,0
250013,1,0
250089,1,0
250151,1,0
25073,1,0
25079,1,0
251231,1,0
251433,1,1
252501,1,0
253517,1,0
254003,1,0
254511,1,0
254686,1,0
254805,1,0
254814,1,0
256722,1,0
257280,1,0
25748,1,0
257485,1,0
258090,1,0
258449,1,0
258661,1,0
259171,1,0
259554,1,0
259740,1,0
259780,1,0
259939,1,0
260015,1,0
260293,1,0
26038,1,0
262813,1,0
262893,1,0
263233,1,0
263631,1,0
264277,1,0
264580,1,0
265520,1,0
26618,1,0
266365,1,0
267206,1,0
267435,1,0
26752,1,0
268108,1,0
2685,1,0
268605,1,0
269774,1,0
2704,1,0
27045,1,0
270845,1,0
271895,1,0
272193,1,0
272211,1,0
272228,1,0
27223,1,0
272437,1,0
27325,1,0
273646,1,0
273832,1,0
274264,1,0
274601,1,0
275112,1,0
275201,1,0
275509,1,0
276145,1,0
276385,1,0
276703,1,0
276737,1,0
276889,1,0
277865,1,0
279346,1,0
279604,1,0
280207,1,0
280548,1,0
28112,1,0
281589,1,0
282444,1,0
282587,1,0
2830,1,0
283105,1,0
285392,1,0
286614,1,0
286709,1,0
286882,1,0
286895,1,0
287146,1,0
289059,1,0
289133,1,0
289375,1,0
289519,1,0
289729,1,0
290074,1,0
290790,1,0
291379,1,0
291467,1,0
292896,1,0
293087,1,0
294022,1,0
294224,1,0
2948,1,0
29507,1,0
295846,1,0
296140,1,0
296203,1,0
29626,1,0
29644,1,0
297910,1,0
298085,1,0
298436,1,0
298496,1,0
298556,1,0
299161,1,0
300315,1,0
300326,1,0
300467,1,0
30113,1,0
301345,1,0
301993,1,0
30319,1,0
303302,1,0
304273,1,0
304757,1,0
304953,1,0
305227,1,0
305739,1,0
306982,1,0
306989,1,0
307575,1,0
308568,1,0
309441,1,0
309485,1,0
309657,1,0
309691,1,0
310551,1,0
310684,1,0
311985,1,0
314009,1,0
314128,1,0
314370,1,0
314540,1,0
314925,1,0
31494,1,0
315190,1,0
31573,1,0
316220,1,0
316497,1,0
316735,1,0
317974,1,0
318334,1,0
318656,1,0
31875,1,0
318843,1,0
319664,1,0
319797,1,0
320013,1,0
320458,1,0
321165,1,0
321440,1,0
321666,1,0
323957,1,0
324650,1,0
325135,1,0
32540,1,0
325443,1,0
326802,1,0
326848,1,0
326901,1,0
326928,1,0
326990,1,0
327069,1,0
327718,1,0
328144,1,0
328411,1,0
328742,1,0
329664,1,0
329999,1,0
330033,1,0
330069,1,0
330646,1,0
331304,1,0
331387,1,0
333366,1,0
333930,1,0
334129,1,0
33602,1,0
336126,1,0
336447,1,0
336539,1,0
339505,1,0
339958,1,0
34013,1,1
340342,1,0
340706,1,0
341304,1,0
341456,1,0
342196,1,0
342472,1,0
343415,1,0
343537,1,0
343928,1,0
344249,1,0
344484,1,0
344580,1,0
345514,1,0
345522,1,0
345747,1,0
34633,1,0
347157,1,0
347770,1,0
348305,1,0
34842,1,0
348801,1,0
349062,1,0
349451,1,0
349620,1,0
349732,1,0
350071,1,0
350401,1,0
350749,1,0
350946,1,0
351089,1,0
35194,1,0
352439,1,0
352899,1,0
352938,1,0
353167,1,0
354707,1,0
356609,1,0
356822,1,0
357310,1,0
357798,1,0
358134,1,0
358268,1,0
35831,1,0
358450,1,0
35864,1,0
359377,1,0
359734,1,0
359876,1,0
359931,1,0
360130,1,0
360461,1,0
362466,1,0
36261,1,0
363095,1,0
363368,1,0
364255,1,0
364377,1,0
364494,1,0
364731,1,0
365218,1,0
365468,1,0
365884,1,0
366468,1,0
36672,1,0
366851,1,0
366948,1,0
367495,1,0
367705,1,0
368503,1,0
369035,1,0
369407,1,0
369839,1,0
370079,1,0
370130,1,0
370221,1,0
370587,1,0
370654,1,0
370825,1,0
370835,1,0
371283,1,0
371405,1,0
371802,1,0
373097,1,0
373648,1,0
373758,1,0
374188,1,0
374797,1,0
374915,1,0
375542,1,0
375950,1,0
376321,1,0
376669,1,0
377060,1,0
378467,1,0
378648,1,0
378919,1,0
37918,1,0
379480,1,0
379584,1,0
380180,1,0
380426,1,0
38057,1,0
380973,1,0
381476,1,0
3824,1,0
382747,1,0
382796,1,0
383383,1,0
383858,1,0
384035,1,0
384632,1,0
384635,1,0
385045,1,0
385047,1,0
385312,1,0
386121,1,0
386445,1,0
386664,1,0
388250,1,0
389096,1,0
389873,1,0
390101,1,0
390427,1,0
39068,1,0
390701,1,0
391097,1,0
391322,1,0
391731,1,0
391741,1,0
392172,1,0
39218,1,0
392683,1,0
393596,1,0
393661,1,0
393749,1,0
394125,1,0
394177,1,0
394311,1,0
394527,1,0
394682,1,0
394818,1,0
395026,1,0
395314,1,0
395503,1,0
395507,1,0
396080,1,0
396547,1,0
398069,1,0
398103,1,0
398447,1,0
398504,1,0
398571,1,0
399153,1,0
399773,1,0
401024,1,0
401714,1,0
403166,1,0
403384,1,0
403486,1,0
403806,1,0
403971,1,0
404247,1,0
404571,1,0
40473,1,0
406276,1,0
406380,1,0
407099,1,0
407768,1,0
407971,1,0
40814,1,0
408272,1,0
409730,1,0
410634,1,0
412281,1,0
412709,1,0
412716,1,0
412899,1,0
412935,1,0
413682,1,0
413912,1,0
414841,1,0
416061,1,0
41677,1,0
416826,1,0
417075,1,0
417588,1,0
417754,1,0
418117,1,0
418198,1,0
4185,1,0
418888,1,0
420946,1,0
421500,1,0
423543,1,0
423580,1,0
424207,1,0
424231,1,0
424717,1,0
425176,1,0
425499,1,0
425827,1,0
425876,1,0
425896,1,0
426229,1,0
426283,1,0
426430,1,0
426763,1,0
426831,1,0
427064,1,0
427726,1,0
42804,1,0
428080,1,0
428124,1,0
428511,1,0
428746,1,0
42964,1,0
429887,1,0
430235,1,0
430332,1,0
430628,1,0
430642,1,0
430710,1,0
431387,1,0
431691,1,0
4319,1,0
432608,1,0
432991,1,0
433379,1,0
43347,1,0
433885,1,0
434311,1,0
434796,1,0
435154,1,0
435491,1,0
436624,1,0
437282,1,0
43882,1,0
43887,1,0
439285,1,0
439366,1,0
439370,1,0
44008,1,0
440622,1,0
440904,1,0
442432,1,0
442436,1,0
442988,1,0
443229,1,0
44463,1,0
44488,1,0
444902,1,0
44514,1,0
445404,1,0
445882,1,0
447977,1,0
448331,1,0
44876,1,0
448911,1,0
44965,1,0
449957,1,0
450160,1,0
45017,1,0
451164,2,0
451184,2,0
45149,1,0
451680,2,0
451798,2,0
451915,1,0
452068,2,0
4523,1,0
452417,2,0
452993,1,0
453045,1,0
453091,1,0
453094,1,0
453540,1,0
453785,1,0
454837,1,0
456533,1,0
457245,1,0
4575,1,0
457545,1,0
457577,1,0
457792,1,0
4578,1,0
457915,1,0
458094,1,0
458681,1,0
45875,1,0
458946,1,0
45953,1,0
459906,1,0
460332,1,0
460400,1,0
461953,1,0
461973,1,0
462193,1,0
462248,1,0
463192,1,0
463485,1,0
463748,1,0
464049,1,0
464547,1,0
466967,1,0
467520,1,0
470302,1,0
470713,1,0
471208,1,0
471374,1,0
471918,1,0
471941,1,0
471961,1,0
47322,1,0
473323,1,0
473477,1,0
473729,1,0
474327,1,0
474442,1,0
474494,1,0
474962,1,0
47511,1,0
475379,1,0
476096,1,0
476137,1,0
476913,1,0
477027,1,0
477504,1,0
478489,1,0
478519,1,0
478728,1,0
478777,1,0
478859,1,0
479372,1,0
479373,1,0
479429,1,0
479609,1,0
47972,1,0
479945,1,0
480449,1,0
481953,1,0
482164,1,0
482528,1,0
482944,1,0
483341,1,0
483531,1,0
484702,1,0
485018,1,0
485461,1,0
485827,1,0
485927,1,0
486215,1,0
486219,1,0
487406,1,0
4876,1,0
488033,1,0
488504,1,0
488582,1,0
489254,1,0
490221,1,0
490256,1,0
490868,1,0
491999,1,0
492301,1,0
492667,1,0
493151,1,0
493196,1,0
493461,1,0
493801,1,0
493876,1,0
494787,1,0
495079,1,0
495090,1,0
495357,1,0
495378,1,0
495809,1,0
49597,1,0
495980,1,0
496419,1,0
497867,1,0
497931,1,0
498216,1,0
498789,1,0
498921,1,0
499230,1,0
499660,1,0
501118,1,0
501958,1,0
502112,1,0
502702,1,0
502950,1,0
503391,1,0
503436,1,0
503643,1,0
505213,1,0
505346,1,0
506473,1,0
506612,1,0
506880,1,0
50722,1,0
507729,1,0
509536,1,0
509987,1,0
510120,1,0
510284,1,0
510602,1,0
51065,1,0
510675,1,0
510969,1,0
511075,1,0
511261,1,0
511553,1,0
511619,1,0
512539,1,0
51296,1,0
513077,1,0
513130,1,0
513205,1,0
513312,1,0
514222,1,0
51432,1,0
514763,1,0
515231,1,0
515618,1,0
515854,1,0
515993,1,0
51612,1,0
516213,1,0
516438,1,0
516829,1,0
517278,1,0
5183,1,0
518537,1,0
518583,1,0
519296,1,0
5199,1,0
520906,1,0
52131,1,0
521436,1,0
5219,1,0
521953,1,0
52216,1,0
522389,1,0
522514,1,0
522681,1,0
52280,1,0
523239,1,0
523531,1,0
523610,1,0
523849,1,0
523878,1,0
52412,1,0
524408,1,0
524534,1,0
524619,1,1
525564,1,0
525571,1,0
525870,1,0
526188,1,0
527060,1,0
527169,1,0
527303,1,0
527652,1,0
528293,1,0
528511,1,0
528688,1,0
529322,1,0
529877,1,0
530062,1,0
530464,1,0
530801,1,0
53088,1,0
531526,1,0
531640,1,0
531674,1,0
532086,1,0
532350,1,0
532683,1,0
533233,1,0
533490,1,0
534006,1,0
534206,1,0
534788,1,0
535381,1,0
535383,1,0
535988,1,0
536668,1,0
537499,1,0
537512,1,0
537812,1,0
538015,1,0
538123,1,0
538568,1,0
538922,1,0
539117,1,0
539428,1,0
539673,1,0
539710,1,0
539801,1,0
540013,1,0
540901,1,0
541577,1,0
541623,1,0
541726,1,0
54183,1,0
542018,1,0
542576,1,0
543310,1,0
543801,1,0
544310,1,0
544400,1,0
544744,1,0
545308,1,0
545544,1,0
546895,1,0
548181,1,0
548416,1,0
549151,1,0
549485,1,0
550131,1,0
550206,1,0
550382,1,0
550891,1,0
550977,1,0
551021,1,0
55182,1,0
551849,1,0
551940,1,0
552338,1,0
55241,1,0
552504,1,0
553043,1,0
553542,1,0
554302,1,0
55580,1,0
556002,1,0
556047,1,0
556048,1,0
556112,1,0
556296,1,0
556331,1,0
55684,1,0
557159,1,0
557378,1,0
557521,1,0
558086,1,0
558572,1,0
558893,1,0
559345,1,0
559707,1,0
559751,1,0
561724,1,0
561760,1,0
56194,1,0
562948,1,0
56330,1,0
563564,1,0
563572,1,0
563845,1,0
563961,1,0
564239,1,0
56437,1,0
564376,1,0
564563,1,0
564781,1,0
564863,1,0
565396,1,1
566214,1,0
5664,1,0
566615,1,0
5669,1,0
566951,1,0
567008,1,0
567057,1,0
567295,1,0
567682,1,0
568781,1,0
569187,1,0
569203,1,0
56929,1,0
569372,1,0
570570,1,0
570891,1,0
571006,1,0
571493,1,0
571656,1,0
572542,1,0
572571,1,0
572693,1,0
573611,1,0
573832,1,0
574039,1,0
574169,1,0
574493,1,0
574984,1,0
57583,1,0
576120,1,0
576970,1,0
577273,1,0
577282,1,0
578458,1,0
578910,1,0
578987,1,0
579002,1,0
579200,1,0
579473,1,0
58008,1,0
580194,1,0
580221,1,0
580542,1,0
580971,1,0
581754,1,0
581975,1,0
582009,1,0
582409,1,0
582418,1,0
58256,1,0
583382,1,0
585137,1,0
58529,1,0
585310,1,0
585385,1,0
585397,1,0
586089,1,0
586281,1,0
586578,1,0
586647,1,0
586877,1,0
587121,1,0
587155,1,0
587156,1,0
587195,1,0
58733,1,0
587696,1,0
587932,1,0
588768,2,0
588908,1,0
588930,1,0
589363,1,0
59055,1,0
591146,1,0
592768,1,0
592776,1,0
59349,1,0
593491,1,0
594047,1,0
594162,1,0
594195,1,0
594436,1,0
5946,1,0
594835,1,0
595149,1,0
595537,1,0
595565,1,0
595614,1,0
595962,1,0
596409,1,0
597076,1,0
597124,1,0
597666,1,0
597901,1,0
599046,1,0
599186,1,0
599411,1,0
599436,1,0
600681,1,0
601579,1,0
602105,1,0
602113,1,0
602129,1,0
602696,1,0
603063,1,0
603693,1,0
604716,1,0
604820,1,0
605326,1,0
605446,1,0
606180,1,0
606445,1,0
606458,1,0
60818,1,0
608374,1,0
608601,1,0
608857,1,0
608896,1,0
609037,1,0
609253,1,0
609392,1,0
610219,1,0
611068,1,0
611604,1,0
611693,1,0
611988,1,0
612848,1,0
613368,1,0
613443,1,0
613445,1,0
613661,1,0
613720,1,0
61492,1,0
615567,1,0
616192,1,0
616357,1,0
616495,1,0
616876,1,0
616912,1,1
61702,1,0
617282,1,0
618101,1,0
618264,1,0
618702,1,0
619125,1,0
619491,1,0
619811,1,0
620085,1,0
620129,1,0
620833,1,0
62116,1,0
621182,1,0
621361,1,0
621655,1,0
62166,1,0
62215,1,0
622220,1,0
622785,1,0
622833,1,0
622944,1,0
62321,1,0
62338,1,0
623442,1,0
623677,1,0
623963,1,0
624042,1,0
625109,1,0
625735,1,0
625840,1,0
627722,1,0
627771,1,0
627824,1,0
62879,1,0
62886,1,0
629121,1,0
629275,1,0
62986,1,0
631178,1,0
631740,1,0
631794,1,0
632108,1,0
632162,1,0
63225,1,0
632295,1,0
63300,1,0
633307,1,0
633930,1,0
634019,1,0
634336,1,0
634464,1,0
634584,1,0
635266,1,0
635521,1,0
635888,1,0
637237,1,0
637561,1,0
637793,1,0
638007,1,0
638733,1,0
638752,1,0
638916,1,0
638935,1,0
639021,1,0
639562,1,0
640323,1,0
640477,1,0
640627,1,1
641619,1,0
641916,1,0
642153,1,0
642950,1,0
643166,1,0
643186,1,0
643289,1,0
64334,1,0
643534,1,0
644198,1,0
644897,1,0
644921,1,0
645083,1,0
64516,1,0
645495,1,0
645561,1,0
64680,1,0
647055,1,0
647154,1,0
647300,1,0
648098,1,0
648182,1,0
648952,1,0
649032,1,0
649877,1,0
65014,1,0
650448,1,0
650492,1,0
650531,1,0
650661,1,0
650914,1,0
650945,1,0
651053,1,0
651219,1,0
651617,1,0
652149,1,0
65216,1,0
652463,1,0
652559,1,0
653430,1,0
653927,1,0
654016,1,0
654447,1,0
654641,1,0
654919,1,0
655132,1,0
656391,1,0
657049,1,0
658041,1,0
658534,1,0
658678,1,0
658732,1,0
65985,1,0
660078,1,0
660728,1,0
660804,1,0
660816,1,0
661394,1,0
661551,1,0
661806,1,0
661939,1,0
663449,1,0
663599,1,1
663619,1,0
663688,1,0
664189,1,0
664293,1,0
664492,1,0
665805,1,0
666378,1,0
666889,1,0
668309,1,0
669259,1,0
670248,1,0
670748,1,0
671293,1,0
671318,1,0
671378,1,0
671969,1,0
672016,1,0
672081,1,0
672774,1,0
673013,1,0
673231,1,0
673411,1,0
673550,1,0
674321,1,0
674483,1,0
67451,1,0
674960,1,0
675110,1,0
675233,1,0
675953,1,0
67605,1,0
676070,1,0
676115,1,0
676750,1,0
676796,1,0
677883,1,0
680151,1,0
680294,1,0
680301,1,0
680476,1,0
681264,1,0
682740,1,0
683486,1,0
683556,1,0
68363,1,0
683695,1,0
683756,1,0
684092,1,0
684128,1,0
684420,1,0
685172,1,0
685377,1,0
685929,1,0
687207,1,0
687879,1,0
687925,1,0
688602,1,0
689351,1,0
689433,1,0
689685,1,0
690263,1,0
690564,1,0
69059,1,0
690628,1,0
690806,1,0
691524,1,0
691538,1,0
692244,1,0
69226,1,0
692263,1,0
692903,1,0
693030,1,0
693763,1,0
693967,1,0
6941,1,0
69506,1,0
695422,1,0
695427,1,0
695924,1,0
695928,1,0
696239,1,0
696487,1,0
696575,1,0
696799,1,0
696851,1,0
697084,1,0
697179,1,0
69776,1,0
697826,1,0
69801,1,0
698427,1,0
698665,1,0
69875,1,0
699201,1,0
699453,1,0
69959,1,0
700157,1,0
700957,1,0
701474,1,0
701564,1,0
701579,1,0
70181,1,0
701980,1,0
702195,1,0
702268,1,0
702657,1,0
702686,1,0
702829,1,0
702859,1,0
703324,1,0
703357,1,0
703429,1,0
704016,1,0
704455,1,0
70481,1,0
705412,1,0
705470,1,0
705665,1,0
706546,1,0
706604,1,0
707960,1,0
708979,1,0
70914,1,0
709143,1,0
709162,1,0
709353,1,0
709483,1,0
710027,1,0
710546,1,0
710748,1,0
710935,1,0
711164,1,0
711298,1,0
71148,1,0
712076,1,0
712084,1,0
71345,1,0
714605,1,0
714854,1,0
715577,1,0
715640,1,0
716347,1,0
716542,1,0
71746,1,0
717659,1,0
718444,1,0
718718,1,0
719287,1,0
719634,1,0
719686,1,0
719891,1,0
720626,1,0
720666,1,0
72156,1,0
721632,1,0
721887,1,0
722472,1,0
723162,1,0
723517,1,0
723681,1,0
723941,1,0
724087,1,0
72492,1,0
725414,1,0
725641,1,0
725671,1,0
725673,1,0
725824,1,0
72600,1,0
726194,1,0
726708,1,0
726713,1,0
726901,1,0
72711,1,0
727477,1,0
727575,1,0
728391,1,0
728436,1,0
728510,1,0
729063,1,0
729506,1,0
729650,1,0
729786,1,0
729907,1,0
730065,1,0
730087,1,0
730234,1,0
73031,1,0
730377,1,0
730516,1,0
730682,1,0
73080,1,0
731908,1,0
732082,1,0
732354,1,0
732725,1,0
732897,1,0
733761,1,0
7339,1,0
734116,1,0
734244,1,0
734488,1,0
735160,1,0
735456,1,0
735569,1,0
735648,1,0
736665,1,0
736769,1,0
736865,1,0
737778,1,0
737833,1,0
737885,1,0
738059,1,0
738160,1,0
738668,1,0
738980,1,0
738992,1,0
739777,1,0
739847,1,0
739919,1,0
740081,1,0
740158,1,0
740535,1,0
740544,1,0
74101,1,0
741032,1,0
741340,1,0
741357,1,0
741420,1,0
741811,1,0
741897,1,0
742547,1,0
742608,1,0
743104,1,0
743188,1,0
743641,1,0
743659,1,0
743660,1,0
744262,1,0
74443,1,0
744440,1,0
744565,1,0
74466,1,0
744824,1,0
744923,1,0
745211,1,0
745720,1,0
746486,1,0
746657,1,0
746672,1,0
748075,1,0
748250,1,0
748320,1,0
748680,1,0
748719,1,0
748985,1,0
749599,1,0
749823,1,0
749877,1,0
750778,1,0
751091,1,0
751897,1,0
752237,1,0
752337,1,0
752577,1,0
752764,1,0
753171,1,0
75351,1,0
753811,1,0
754834,1,0
754942,1,0
755050,1,0
755117,1,0
756043,1,0
756258,1,0
756533,1,0
756689,1,0
756914,1,0
7571,1,0
758005,1,0
758691,1,0
758807,1,0
758890,1,0
75892,1,0
75927,1,0
759451,1,0
760128,1,0
760406,1,0
761097,1,0
761372,1,0
761407,1,0
761858,1,0
762316,1,0
763060,1,0
763443,1,0
763752,1,0
763774,1,0
763844,1,0
764535,1,0
764583,1,0
76479,1,0
765201,1,0
765418,1,0
765499,1,0
766228,1,0
766266,1,0
766335,1,0
766347,1,0
766798,1,0
767325,1,0
767467,1,0
767605,1,0
768097,1,0
76819,1,0
769064,1,0
769078,1,0
769629,1,0
769712,1,0
769935,1,0
770880,1,0
771321,1,0
771462,1,0
772423,1,0
77255,1,0
772607,1,0
773134,1,0
773224,1,0
773469,1,0
773480,1,0
774292,1,0
77464,1,0
775038,1,0
775084,1,0
77554,1,0
775709,1,0
775727,1,0
775911,1,0
775941,1,0
776046,1,0
776102,1,0
776546,1,0
776623,1,0
776816,1,0
777286,1,0
77739,1,0
777469,1,0
777589,1,0
777623,1,0
777943,1,0
777987,1,0
778329,1,0
778567,1,0
778628,1,0
779098,1,0
779601,1,0
779839,1,0
780098,1,0
781089,1,0
781518,1,0
781941,1,0
782050,1,0
782408,1,0
783281,1,0
783390,1,0
783443,1,0
784496,1,0
784532,1,0
784978,1,0
785032,1,0
78547,1,0
786615,1,0
786748,1,0
787001,1,0
7871,1,0
78787,1,0
788079,1,0
788213,1,0
788779,1,0
789173,1,0
789214,1,0
789972,1,0
790198,1,0
790562,1,0
791079,1,0
791109,1,0
791233,1,0
791519,1,0
791928,1,0
791973,1,0
792388,1,0
792430,1,0
792479,1,0
792497,1,0
792690,1,0
792794,1,0
7931,1,0
793886,1,0
793967,1,0
794157,1,0
794167,1,0
794229,1,0
794436,1,0
794863,1,0
795233,1,0
795311,1,0
795986,1,0
796013,1,0
796067,1,0
796568,1,0
796975,1,0
797013,1,0
797073,1,0
797099,1,0
797135,1,0
797953,1,0
798054,1,0
799295,1,0
799460,1,0
799486,1,0
799544,1,0
800285,1,0
800308,1,1
800552,1,0
800679,1,0
800728,1,0
801144,1,0
801357,1,0
801432,1,0
801462,1,0
801602,1,0
802289,1,0
802430,1,0
802548,1,0
802772,1,0
802791,1,0
802913,1,0
802935,1,0
802987,1,0
803097,1,0
803277,1,0
803382,1,0
803940,1,0
804019,1,0
804518,1,0
804786,1,0
804924,1,0
805279,1,0
80531,1,0
805428,1,0
805660,1,0
805859,1,0
806284,1,0
806509,1,0
806663,1,0
807115,1,0
807317,1,0
807329,1,0
807485,1,0
807747,1,0
807828,1,0
808194,1,0
808228,1,0
808315,1,0
808476,1,0
808516,1,0
808627,1,0
808852,1,0
809409,1,0
810049,1,0
